0.000000 	 0.000000 	 8.110298e-01 	 7.558811e-02 	 1.075641e+00 	 -5.615890e+01
0.000000 	 0.020000 	 1.005165e+00 	 1.491101e-01 	 9.565901e-01 	 -1.353178e+01
0.000000 	 0.040000 	 1.049538e+00 	 1.272288e-01 	 8.703452e-01 	 -1.407495e-01
0.000000 	 0.060000 	 1.043679e+00 	 8.994185e-02 	 8.075738e-01 	 3.484685e+00
0.000000 	 0.080000 	 1.028755e+00 	 6.096828e-02 	 7.607029e-01 	 3.471128e+00
0.000000 	 0.100000 	 1.017451e+00 	 4.248602e-02 	 7.251554e-01 	 2.550579e+00
0.000000 	 0.120000 	 1.010824e+00 	 3.117589e-02 	 6.975904e-01 	 1.736527e+00
0.000000 	 0.140000 	 1.007175e+00 	 2.397611e-02 	 6.756942e-01 	 1.209148e+00
0.000000 	 0.160000 	 1.005080e+00 	 1.907397e-02 	 6.579360e-01 	 8.911800e-01
0.000000 	 0.180000 	 1.003776e+00 	 1.553146e-02 	 6.432940e-01 	 6.912454e-01
0.000000 	 0.200000 	 1.002907e+00 	 1.285839e-02 	 6.310646e-01 	 5.547842e-01
0.000000 	 0.220000 	 1.002301e+00 	 1.077554e-02 	 6.207486e-01 	 4.548141e-01
0.000000 	 0.240000 	 1.001866e+00 	 9.109014e-03 	 6.119825e-01 	 3.779888e-01
0.000000 	 0.260000 	 1.001547e+00 	 7.744085e-03 	 6.044965e-01 	 3.169370e-01
0.000000 	 0.280000 	 1.001308e+00 	 6.602432e-03 	 5.980869e-01 	 2.670763e-01
0.000000 	 0.300000 	 1.001126e+00 	 5.629159e-03 	 5.925975e-01 	 2.253516e-01
0.000000 	 0.320000 	 1.000985e+00 	 4.784777e-03 	 5.879072e-01 	 1.896536e-01
0.000000 	 0.340000 	 1.000876e+00 	 4.040122e-03 	 5.839213e-01 	 1.584876e-01
0.000000 	 0.360000 	 1.000791e+00 	 3.373085e-03 	 5.805653e-01 	 1.307638e-01
0.000000 	 0.380000 	 1.000725e+00 	 2.766481e-03 	 5.777808e-01 	 1.056630e-01
0.000000 	 0.400000 	 1.000674e+00 	 2.206608e-03 	 5.755220e-01 	 8.254847e-02
0.000000 	 0.420000 	 1.000636e+00 	 1.682246e-03 	 5.737536e-01 	 6.090904e-02
0.000000 	 0.440000 	 1.000609e+00 	 1.183938e-03 	 5.724489e-01 	 4.031936e-02
0.000000 	 0.460000 	 1.000592e+00 	 7.034494e-04 	 5.715889e-01 	 2.041151e-02
0.000000 	 0.480000 	 1.000583e+00 	 2.333503e-04 	 5.711613e-01 	 8.537568e-04
0.000000 	 0.500000 	 1.000583e+00 	 -2.333351e-04 	 5.711602e-01 	 -1.866713e-02
0.000000 	 0.520000 	 1.000592e+00 	 -7.034343e-04 	 5.715856e-01 	 -3.846108e-02
0.000000 	 0.540000 	 1.000609e+00 	 -1.183923e-03 	 5.724434e-01 	 -5.884999e-02
0.000000 	 0.560000 	 1.000636e+00 	 -1.682231e-03 	 5.737460e-01 	 -8.018342e-02
0.000000 	 0.580000 	 1.000674e+00 	 -2.206593e-03 	 5.755124e-01 	 -1.028574e-01
0.000000 	 0.600000 	 1.000725e+00 	 -2.766466e-03 	 5.777691e-01 	 -1.273378e-01
0.000000 	 0.620000 	 1.000791e+00 	 -3.373071e-03 	 5.805515e-01 	 -1.541907e-01
