0.000000 	 6.792369e-02 	 2.234861e-05
0.020000 	 1.973869e-01 	 1.078164e-04
0.040000 	 3.203775e-01 	 2.709627e-04
0.060000 	 4.367583e-01 	 5.037305e-04
0.080000 	 5.463637e-01 	 7.971377e-04
0.100000 	 6.490168e-01 	 1.140842e-03
0.120000 	 7.445463e-01 	 1.522874e-03
0.140000 	 8.328038e-01 	 1.929550e-03
0.160000 	 9.136810e-01 	 2.345583e-03
0.180000 	 9.871260e-01 	 2.754397e-03
0.200000 	 1.053159e+00 	 3.138669e-03
0.220000 	 1.111882e+00 	 3.481025e-03
0.240000 	 1.163491e+00 	 3.764867e-03
0.260000 	 1.208271e+00 	 3.975223e-03
0.280000 	 1.246597e+00 	 4.099557e-03
0.300000 	 1.278923e+00 	 4.128447e-03
0.320000 	 1.305765e+00 	 4.056068e-03
0.340000 	 1.327680e+00 	 3.880456e-03
0.360000 	 1.345245e+00 	 3.603538e-03
0.380000 	 1.359032e+00 	 3.230949e-03
0.400000 	 1.369580e+00 	 2.771680e-03
0.420000 	 1.377378e+00 	 2.237615e-03
0.440000 	 1.382842e+00 	 1.642993e-03
0.460000 	 1.386296e+00 	 1.003858e-03
0.480000 	 1.387966e+00 	 3.375160e-04
0.500000 	 1.387966e+00 	 -3.379828e-04
0.520000 	 1.386297e+00 	 -1.004345e-03
0.540000 	 1.382842e+00 	 -1.643521e-03
0.560000 	 1.377380e+00 	 -2.238205e-03
0.580000 	 1.369582e+00 	 -2.772354e-03
0.600000 	 1.359034e+00 	 -3.231727e-03
0.620000 	 1.345247e+00 	 -3.604443e-03
0.640000 	 1.327682e+00 	 -3.881507e-03
0.660000 	 1.305767e+00 	 -4.057280e-03
0.680000 	 1.278925e+00 	 -4.129832e-03
0.700000 	 1.246599e+00 	 -4.101118e-03
0.720000 	 1.208272e+00 	 -3.976951e-03
0.740000 	 1.163491e+00 	 -3.766744e-03
0.760000 	 1.111882e+00 	 -3.483018e-03
0.780000 	 1.053156e+00 	 -3.140729e-03
0.800000 	 9.871216e-01 	 -2.756465e-03
0.820000 	 9.136742e-01 	 -2.347587e-03
0.840000 	 8.327948e-01 	 -1.931415e-03
0.860000 	 7.445351e-01 	 -1.524523e-03
0.880000 	 6.490040e-01 	 -1.142212e-03
0.900000 	 5.463502e-01 	 -7.981853e-04
0.920000 	 4.367453e-01 	 -5.044434e-04
0.940000 	 3.203666e-01 	 -2.713678e-04
0.960000 	 1.973795e-01 	 -1.079824e-04
0.980000 	 6.792107e-02 	 -2.238308e-05
